,main,sentiment,author_gender,keywords
2593766,"je suis mdrrr, au moins je me sens moins seul de trouver ça anormal.",NEUTRAL,UNKNOWN,[['seul']]
645166,en plus j'ai jamais reçu un seul truc d'ugs,NEUTRAL,UNKNOWN,[['seul']]
1560966,@ym_leila t'es pas seule tkt,NEUTRAL,FEMALE,[['seul']]
1532197,msk ma coloc (cousine mdr) elle me prend toute la place elle sait pas dormir wsh du coup j'dors au salon en plus hier yavait une bête g peur,NEUTRAL,UNKNOWN,[['peur']]
1510034,"non mais sérieux j'ai hyper peur, j'ai mon planning déjà fait dans ma tête et tout",NEUTRAL,UNKNOWN,[['peur']]
23185,il faut que je re telecharge gta sur mon pc. mais la dernière fois j'ai tué le pc alors j'ai un peu peur.,NEUTRAL,UNKNOWN,[['peur']]
3216841,"@darkflasher34 - mais celui de rogue est le même parce que son seul souvenir heureux est lily ""pour toujours et à jamais"" parce qu'il l'a-",NEUTRAL,UNKNOWN,[['seul']]
727038,"@cheshire2022 mais tentes-tu seulement de faire des croquis d'autres choses, de vrais chats ou d'autres modèles ?",NEUTRAL,UNKNOWN,[['seul']]
2515598,tu peux gagner jusqu'à 500 frs seulement en une émission.,NEUTRAL,MALE,[['seul']]
631753,"shawn est pas venu en suisse et je sais pas si il viendra un jour, ce serait mon seul moyen de le voir :( #shawnmendesamsterdamcauetsurnrj",NEGATIVE,FEMALE,[['seul']]
751754,je suis la seule femme à l'arrêt de bus et un gars d'une soixantaine d'années qui se baladait en décapotable m'a sifflé...,NEUTRAL,FEMALE,[['seul']]
3026957,je me fais rire toute seule,NEUTRAL,UNKNOWN,[['seul']]
3699968,j aime pas etre seule dans le train,NEUTRAL,UNKNOWN,[['seul']]
758805,j'sais pas si tu sais jouer qu'un seul perso tu vas pas en ranked quand t'es pas en premade de 6 quoi,NEUTRAL,UNKNOWN,[['seul']]
935865,"@carlevine_ tellement ! en plus, je suis devenu accro à netflix :o c'esttafautevoilàtout",NEUTRAL,MALE,[['accro']]
14940,petite questions pour les fans de ouat. j'ai seulement regardé la saison 1 et je me souviens plus. y a t-il des personnages de couleurs?,NEUTRAL,FEMALE,[['seul']]
28120,le seul poisson avril qui pourrait me faire peur : @gweiis n'aime pas les lolis @ichikyo57 n'a jamais aimé les ateliers,NEUTRAL,UNKNOWN,"[['peur'], ['seul']]"
2442952,"tool a vend ""itext bot 4.4.1"" pour seulement 1chf  ",NEUTRAL,UNKNOWN,[['seul']]
3569968,""" un seul être vous manque et tout est dépeuplé"". adieu ami bonobo. @la_plumedusinge ",NEUTRAL,UNKNOWN,[['seul']]
1318391,"@kazouko par contre, je vais devoir le surélever pour mettre un tapis chauffant dessous, et vu qu'il était déjà fendu j'ai peur qu'il se",NEUTRAL,UNKNOWN,[['peur']]
2078003,c'est bien pck on a pas l'impression de boucher les trous seulement !!,NEUTRAL,UNKNOWN,[['seul']]
3475318,je commence à m'attacher et ça me fais peur..,NEUTRAL,FEMALE,[['peur']]
2487508,au moin j'aurai plus peur de le faire tomber dans les chiottes,NEUTRAL,FEMALE,[['peur']]
1439220,mes khey cest le seul bail qui me retient quand même à genève,NEUTRAL,UNKNOWN,[['seul']]
2324343,"seul mathieu delormeau à pour moi eu la bonne réaction en entendant ça, j'espère que cyril saura prendre la bonne décision et décidera de...",NEUTRAL,MALE,[['seul']]
3491649,probablement mon frère adoptif un seul fan de gefle if a fait les 1000km de déplacement en suède. les joueurs fêtent la victoire avec lui  ,NEUTRAL,MALE,[['seul']]
514447,@pskrobar je voulais pas te faire peur :(,NEGATIVE,UNKNOWN,[['peur']]
1864361,@maxencebarraud il n'y a qu'un seul tome !,NEUTRAL,UNKNOWN,[['seul']]
2167729,8 preuves que tu es beaucoup trop accro à facebook,NEUTRAL,MALE,[['accro']]
1891351,les salauds ahahah! la pauvre j'aurai la même réaction trop peur de ces bestioles aussi faut te venger dès que tu peux #kohlanta,NEUTRAL,UNKNOWN,[['peur']]
2943343,j'ai jamais eu peur comme ça de toute ma vie,NEUTRAL,MALE,[['peur']]
1933513,"sinon, la saga de la censure fe fates continue !!! => pas de bikinis sexy, seulement un linge qui entoure le corps des persos féminin",NEUTRAL,UNKNOWN,[['seul']]
212759,je suis le seul à proposer une stratégie qui baissera les impôts en même temps que les dépenses publiques #sarkozy,NEUTRAL,UNKNOWN,[['seul']]
3389935,recevoir ses bulletins de versement d'acomptes provisionnels 2016 et avoir déjà tout payé... parfois ma suissitude aiguë me fait peur,NEUTRAL,MALE,[['peur']]
1699328,@itsvirgile_ regarde seulement son dernier but contre troyes et le but qu'il a mis à chelsea l'an passer au parc,NEUTRAL,UNKNOWN,[['seul']]
3314539,36. goal ! earl seul se joue de 3 défenseurs pour inscrire le 4:2. sf-ehcb 2:4. #sfehcb #sihc,NEUTRAL,UNKNOWN,[['seul']]
686125,"@milow21 @electreismore ça apparaît tout seul dans ma tl, on le trouve pour moi",NEUTRAL,UNKNOWN,[['seul']]
1184739,"@burninghat vim, la seule fois que j'ai essayé j'arrivais même pas à taper une lettre, du coup j'avais choisi l'autre muah ah ah, merde -.-'",NEUTRAL,MALE,[['seul']]
58800,bon j'ai envie de regarder un film d'horreur ..vous proposez quoi ? mais qui fait hyper peur,NEUTRAL,UNKNOWN,[['peur']]
3796689,"j'ai la rage et je suis pas la seule, et on fera changer tout ça, même si faut tout faire s'écrouler avant.",NEUTRAL,UNKNOWN,[['seul']]
2740927,il y'en a ils ont twitter pour une seule personne,NEUTRAL,UNKNOWN,[['seul']]
696334,je l'attendrai et j'irai vers aucun autre paske c'est le seul que je veux clairement.,NEUTRAL,FEMALE,[['seul']]
2241249,"encore une de ses journées où on se sent seule, inutile et trompée/abandonnée de tous. je me balade dans ma tête... ",NEUTRAL,UNKNOWN,[['seul']]
875079,énorme castaldi... c'est la seule que tu pratiques!!!!#tpmp,NEUTRAL,UNKNOWN,[['seul']]
795735,on a peur de faire avaler le poison à quelqu'un d'autre,NEUTRAL,UNKNOWN,[['peur']]
2302758,@soo_filles @joduj @fabs1903 @fanny_vdkev @sylalexandre @grimaldisophie on est grave où trop accro au choix,NEUTRAL,FEMALE,[['accro']]
707192,parfois je me fais des blagues à moi même et du coup je rigole toute seule,NEUTRAL,UNKNOWN,[['seul']]
2840200,si seulement j'avais 5 en civisme,NEUTRAL,UNKNOWN,[['seul']]
1240065,j'vais me faire trop chier toute seule aujourd'hui,NEUTRAL,FEMALE,[['seul']]
1625859,les seules fois où je rencontre des nouvelles personnes à gnv c tjrs des parisiennes,NEUTRAL,FEMALE,[['seul']]
799578,enfaite je croyais que mes habits disparaissaient tout seuls,NEUTRAL,UNKNOWN,[['seul']]
467455,@ozuosbourne le seul anime qui m'a fait lâcher la larme c'est madoka pendant mon rewatch. je sais toujours pas pourquoi,NEUTRAL,UNKNOWN,[['seul']]
2466922,ya une meuf elle promène son bb sur la route et elle est en rollers elle a peur de rien elle,NEUTRAL,UNKNOWN,[['peur']]
865659,@sachounet_ si je t'avais invité tu aurais encore chopper je sais pas qui et j'aurais quand même été seul,NEUTRAL,UNKNOWN,[['seul']]
995754,"@dimancheonvote ça dépend de la méthode, on vous l'a déjà dit. trouvez-vous un seul scientifique qui affirme que l'initiative est néfaste ?",NEUTRAL,UNKNOWN,[['seul']]
165350,@anaytababy @leahninja au moins je suis pas le seul à être dans l'incompréhension,NEUTRAL,UNKNOWN,[['seul']]
3123081,@tizi_l_n j'ai peur que tout le monde ai en kaki ptnn,NEUTRAL,UNKNOWN,[['peur']]
1877575,@sarahskrn justin le seul truc qu'il voit en vous maintenant c les $$$$$$$$$$$,NEUTRAL,UNKNOWN,[['seul']]
923062,j'y crois pas une seule minute,NEUTRAL,UNKNOWN,[['seul']]
1000091,j'ai tellement peur pour lundi bc pour l'instant ticketcorner ça marche pas pour shawn,NEUTRAL,FEMALE,[['peur']]
429231,"@kidrauhlmazing apres 2 ans de relations je suis seule, j'ai eu l'occasion de passer par toutes les pires choses qui auraient pu m'arriver-",NEUTRAL,FEMALE,[['seul']]
1067681,honnêtement suis-je la seule à pas encore avoir commencer mon tc ?,NEUTRAL,UNKNOWN,[['seul']]
1902427,@ bari vs etes literallement les seuls qui donnent pas les horaires a l'avance:),POSITIVE,UNKNOWN,[['seul']]
1511574,"@gap_ch j'ai rien dit, elle m'a distraite avec sa photo de volcan @maamyisa",NEUTRAL,UNKNOWN,[['distrait']]
2398038,ah si seulement angelina jolie et brad pitt avaient lu vos #dictionnaireducouple...,NEUTRAL,MALE,[['seul']]
1673550,"#lclmvsmonde la seule émission où les gens sont fiancés , se quittent , et se remettent en couple le lendemain",NEUTRAL,UNKNOWN,[['seul']]
30214,ma demie-soeur me maquille... j'ai peur.,NEUTRAL,UNKNOWN,[['peur']]
3619257,ptn j'ai la seule prof que jvoulais pas,NEUTRAL,UNKNOWN,[['seul']]
3059254,@stephsinalco je suis pas seulement en print mais plus de 50% du temps (comme même),NEUTRAL,MALE,[['seul']]
1865575,@bfmtv le prophète était sans doute un homme sage c'est ces fans qui font peur en faisant tout le contraire,NEUTRAL,UNKNOWN,[['peur']]
3677819,@karimparmentier cest le seul vrai qui m a envoyé un snap de génération assassin ca se voit il connait l'hymne,NEUTRAL,MALE,[['seul']]
3351583,jvous previens dmn me faites pas chier avant que j'aie mes billets jserais trop stressée pour les avoirs ptdrr,NEUTRAL,UNKNOWN,[['stress']]
1245205,"j'ai toujours hyper envie d'un jeu d'alcool, j'vais finir par en faire un tout seul",NEUTRAL,UNKNOWN,[['seul']]
3701832,c'est la seule personne qui m'manque,NEUTRAL,FEMALE,[['seul']]
3841503,y'a tellement peu d'albanais en france si seulement ils savaient en vrai qui nique la mère a qui ...,NEUTRAL,MALE,[['seul']]
2488848,c'est hyper violent comme je stresse la,NEUTRAL,FEMALE,[['stress']]
2845366,pourquoi jai 1000 tests juste avant les trims ? comme si j'étais pas assez stressée,NEUTRAL,FEMALE,[['stress']]
2757334,"dorisleuthard @epfl #jourinnoepfl: aux usa, selon sondage (2000 pax) seuls 6% des gens font encore confiance aux medias, contre 40% en 2005",NEUTRAL,MALE,[['seul']]
1368776,marre de m'énerver toute seule (schizophrénie),NEUTRAL,UNKNOWN,[['seul']]
3031612,"je regarde sur internet comment enlever et ils me disent que le seul moyen c'est de ""patienter""",NEUTRAL,UNKNOWN,[['seul']]
568825,@michelefivaz @vachementelle si seulement cette soirée je la passerais en votre compagnie. gros à vous girls,NEUTRAL,FEMALE,[['seul']]
2643087,"bien évidemment pas le seul à blâmer, mais il est de ceux dont on attend révolte et exemple. a l'inverse, il est apathique.",NEUTRAL,MALE,[['seul']]
1586677,"toute ma famille est devant #thevoice , eh moi #eurovision toute seule :(",NEGATIVE,UNKNOWN,[['seul']]
1328270,@neryllusion comme dans ta mère la pute y a un seule p,NEUTRAL,UNKNOWN,[['seul']]
584331,@aurelpolin @d4lym0ti0n 13k en vrai. mais pas seulement lui. quand je vois pandamoqueur des que je me dis que se gars c'est le futur de yt,NEUTRAL,UNKNOWN,[['seul']]
1783605,"s'afficher sur les réseaux sociaux ou le faire par derrière, voilà la seule et unique différence, l'honnêteté envers les gens.",NEUTRAL,UNKNOWN,[['seul']]
758924,"tout le monde parle de ""bae"" ""crush"" moi je suis seule comme never change..",NEUTRAL,UNKNOWN,[['seul']]
1934187,j'ai grave peur qu'ils ne m'aient pas apprécié,NEUTRAL,UNKNOWN,[['peur']]
2786471,dire que je voulais en faire un jadis piercing à la langue non seulement ça fait super mal mais en plus ça donne un rendu super vulgaire ! en gros c'est inutile !,NEUTRAL,UNKNOWN,[['seul']]
3374267,9 - j'aime être seule mais j'aime pas me sentir seule gd knows,NEUTRAL,FEMALE,[['seul']]
1463414,omg non attendez j'ai peur d'ecouter le excalibur,NEUTRAL,UNKNOWN,[['peur']]
2869162,bon s'il vs plaît expliquez moi c'est quoi le problème des gens sur twitter ? pourquoi toujours parler des 2000 ? c'est la seule génération?,NEUTRAL,UNKNOWN,[['seul']]
3635475,thomas il est pt seul dans la maison mais dehors on a bcp de soutiens il a pas besoin de ses hypocrites et de cette prod truquée #ss10,NEUTRAL,FEMALE,[['seul']]
2307823,@sindyofficiel tu te tape souvent des délires comme ça seule ?,NEUTRAL,UNKNOWN,[['seul']]
3791620,@ryoomaru donc je te fais peur quand je dis ça...?,NEUTRAL,FEMALE,[['peur']]
1941071,la seule raison d'utiliser une #tapetteàmouche avec votre chien? mettre du parfait dessus pour ne pas devoir se baisser #éducationpositive,NEUTRAL,UNKNOWN,[['seul']]
359032,@perceval45 j'ai peur que tu n'ironises ...;-)),POSITIVE,UNKNOWN,[['peur']]
579550,"ca fait depuis jeudi que j'ai ma paupière qui tremble j'regarde par hasard sur googleuh '' manque de sommeil ou magnésium, stress ''",NEUTRAL,UNKNOWN,[['stress']]
1963825,je commence de plus en plus stresser pour l'oral d'allemand,NEUTRAL,UNKNOWN,[['stress']]
1314292,@apex_zayrox oui mais seulement quand j'essaie ma triple en solo alors la j'ai tous les trou du cu de la planète,NEUTRAL,UNKNOWN,[['seul']]
928725,j'aimais bien l'orage quand j'habitais pas seule ;_; et pourquoi putain y'a de l'orage là,NEUTRAL,UNKNOWN,[['seul']]
3374453,#tesla fait une démonstration de sa #voiture qui conduit toute seule,NEUTRAL,UNKNOWN,[['seul']]
326213,"@bafinael peut être pas chez toi, mais j'suis loin d'être le seul",NEUTRAL,UNKNOWN,[['seul']]
2868346,"@mjmahyar faire des vidéos sur la création de jdr. serait-ce envisageable sur réussite critique ? j'ai une idée, mais peur de la ruiner...",NEUTRAL,MALE,[['peur']]
3107082,heureusement que @officialhcl a c h l sur son logo...ce sera le seul point commun avec une competition europeenne #gshchcl5,NEUTRAL,MALE,[['seul']]
548625,consolidation bancaire:hildebrand critique pas seulement banques mais aussi politique qui signale pas clairement si fusions souhaitables ib.,NEUTRAL,UNKNOWN,[['seul']]
3440463,@kittycatcandle @gallifan j'approuve l'argument de cet épisode nul de 25 minutes sur un seul dialogue. affligeant. d:,NEUTRAL,UNKNOWN,[['seul']]
3034809,seuls ceux qui se soucient de toi peuvent t’entendre lorsque tu es silencieux,NEUTRAL,UNKNOWN,[['seul']]
1844519,snap beug trop la à s'éteindre tout seul,NEUTRAL,UNKNOWN,[['seul']]
461811,@edgarallanpornn tu vas pas être le seul à finir mal ce soir mdr,NEUTRAL,MALE,[['seul']]
2221220,"@leo97217 @challengedofus oui, tu prends un logiciel qui change ton ip et tu ouvres tous tes comptes avec une ip diff et si t'es ban, 1 seul",NEUTRAL,UNKNOWN,[['seul']]
1171713,j'aime pas faire ça mais c'est ma seule chance,NEUTRAL,UNKNOWN,[['seul']]
1544505,"@kheenro @parc_ol @ligue1 @ol @jm_aulas @tweetwithlucas seul caen est constant, que faudrait-il en déduire ?",NEUTRAL,UNKNOWN,[['seul']]
2888932,@wintenbergeroli @btedhi @elbaidudtacoval @paulbrousseturf j'adore ces pronos.. seul chose suis pas d'accord..c'est qu'il soit le meilleur,NEUTRAL,UNKNOWN,[['seul']]
3026590,suis-je la seule qui n'a pas mal en ayant ces règles ?,NEUTRAL,UNKNOWN,[['seul']]
3116857,@quentin_lbc si seulement,NEUTRAL,UNKNOWN,[['seul']]
212224,argovie: quatre permis retirés en une seule nuit - des jeunes automobilistes ont provoqué des accidents dans la...,NEUTRAL,UNKNOWN,[['seul']]
2383686,franchement deja je stresse,NEUTRAL,UNKNOWN,[['stress']]
666882,"@anna_paola_sacc personnellement je pense que c'était lié a l'interdiction du burkini, un des deux a voulu ""faire peur"" aux niçois.",NEUTRAL,MALE,[['peur']]
381648,jme fais grv peur a moi mm msk,NEUTRAL,UNKNOWN,[['peur']]
3793470,@karolynasm_ idkkkk idcccc jsp karolyna j'ai envue de rien faire et de me suicider la bas à jonction et voila c fini le stress,NEUTRAL,UNKNOWN,[['stress']]
891626,jsuis accro à la version japonaise de save me,NEUTRAL,UNKNOWN,[['accro']]
446636,"@diogoferreira07 oui avec le temps on y pense de moins en moins ça passe tout seul. mais au début faut se forcer, faut décider d'oublier",NEUTRAL,FEMALE,[['seul']]
2452261,j'ai peur de me faire chier demain à mon stage,NEUTRAL,UNKNOWN,[['peur']]
2977280,le #cœur est le seul #chemin pour aller jusqu'aux #cieux. #proverbe arabe,NEUTRAL,UNKNOWN,[['seul']]
1497869,"@camillerialain @fdg_helenefr @corsomaltais ça fait déjà peur de voir jlm à 19%, c'est pas un buzz ? jlm président, je doute",NEUTRAL,FEMALE,[['peur']]
399973,"pq dans le monde on parle pas seulement 1 langue, sa m'éviterais de foirer mes année scolaire à cause de l'all et l'anglais :)",POSITIVE,FEMALE,[['seul']]
875004,je vais faire comment moi? le stresse est à un point vous imaginez même pas,NEUTRAL,UNKNOWN,[['stress']]
994873,"@ryosenseitv @fujitoramiral mais musclé ou non , grand ou petit que je me prenne une misère ou non j'ai absolument pas peur de toi mon coco",NEUTRAL,UNKNOWN,[['peur']]
1114673,@mahonalik jsp g vu ton tweet et ça m'a stresser de pas savoir le nom,NEUTRAL,UNKNOWN,[['stress']]
1099572,@gozensaiyan le matin franchement j'écoute skyrock tu te tape des barre tout seul et ya des bonne musique par fois,NEUTRAL,MALE,[['seul']]
490908,"@coygrh exact, et ils s'arrêtèrent rarement à 1 seul dans ce genre de cas",NEUTRAL,UNKNOWN,[['seul']]
1603260,je stress sans stresser c'est super bizarre,NEUTRAL,UNKNOWN,[['stress']]
2531773,la seule chose que je peux dire griga bat toi pour avancer,NEUTRAL,UNKNOWN,[['seul']]
939086,he mais en fait on sera les seuls du college a etre en exa,NEUTRAL,FEMALE,[['seul']]
3033885,"mais je suis quand même la seule qui réfléchit et qui est intelligente, tout le monde pourrait savoir avec qui il est",NEUTRAL,UNKNOWN,[['seul']]
2864461,je me réjouis vraiment de voir suicide squad mais j'ai tellement peur d'être déçue.,NEUTRAL,FEMALE,[['peur']]
2372592,"ça explique pk je ressasse souvent, malgré l'acceptation et j'ai souvent peur que ça se reproduisent. car, malheureusement, c'est humain.",NEUTRAL,UNKNOWN,[['peur']]
3237870,"et en plus mettre "" ratatouille * à la place de zone interdite ça fait deux coups bas en une seule soirée, merci l'équipe de programmation",NEUTRAL,UNKNOWN,[['seul']]
3141994,@deejaybake oui mais une seule,NEUTRAL,UNKNOWN,[['seul']]
3190154,"le seul moment acceptable pour avoir pitié de soi-même, c'est quand un groupe d'ados s'installe à côté de toi dans le train #viedependulaire",NEUTRAL,FEMALE,[['seul']]
2178146,"@miahmiwen si je suis assez stressée j'avoue ! mais ça fait hyper longtemps qu'il fait ça en fait, là je commence à en avoir marre :/",NEUTRAL,FEMALE,[['stress']]
344476,"le seul jeu ac que j'aurais préco, ça serait l'époque japon feodal (samurai vs ninja)",NEUTRAL,UNKNOWN,[['seul']]
3671720,"un screamer comme pas permis, ne me fais pas peur. mais le bruit de ma pioche qui se pète sur minecraft me fait sursauter...",NEUTRAL,UNKNOWN,[['peur']]
1521964,j'ai trop peur des longues relations,NEUTRAL,UNKNOWN,[['peur']]
326659,"l'amour n'est pas terre promise, un seul dérape et tout le monde plonge",NEUTRAL,FEMALE,[['seul']]
3899544,je stress trop pour ce 1er entraînement de course à pied,NEUTRAL,FEMALE,[['stress']]
3053724,"la #lrens passe facilement, mais attention à la mise en œuvre, dit @bdwuthrich: le fichage generalisé fait peur",NEUTRAL,MALE,[['peur']]
2352650,"et si ce monde est faux tu es la seule chose qu'il me restera de vrai souvent, j'en perds mes mots",NEUTRAL,UNKNOWN,[['seul']]
3579300,"il est sympa overwatch, mais tout seul tu joues pas plus d'une heure...",NEUTRAL,MALE,[['seul']]
1805097,@itsheavenfox on a exactement la même voisine xd la seule différence c'est qu'elle regarde des courses de voitures pas les infos mdr,NEUTRAL,UNKNOWN,[['seul']]
1913395,ouuuuh g la peur de ma vie yavait une mouche j'ai cru c'était un monstre et tout,NEUTRAL,UNKNOWN,[['peur']]
454850,@amauryafc j'ai peur et hâte,NEUTRAL,UNKNOWN,[['peur']]
764632,si seulement les gars ils savaient a quel point ils peuvent être balisant avec leur mots..,NEUTRAL,UNKNOWN,[['seul']]
3112823,quand tu fait un fail sur photoshop et enlève le mauvais calque.. ca fait peur. xd  ,NEUTRAL,UNKNOWN,[['peur']]
1084457,@lttac payet seulement. il gagne le match à lui seul,NEUTRAL,MALE,[['seul']]
2391706,"@seriouslyfab ouais, ça m'énerve, avec moi ça a pas marché. mais je suis pas la seule ! :p",POSITIVE,UNKNOWN,[['seul']]
1621402,@duckdaworld tu es bête heureusement que tu es là. perso je suis en train de chercher un ts ou y a quelques personnes pour pas être seule,NEUTRAL,UNKNOWN,[['seul']]
2818561,"@rhysterias non, pas seulement mais oui c'est un très gros problème dans ce cas là",NEUTRAL,UNKNOWN,[['seul']]
3024177,le roi pleure quand il est seul dans son palais,NEUTRAL,FEMALE,[['seul']]
1387860,"@draekyn y'a pas, j'ai qu'un seul user :(",NEGATIVE,UNKNOWN,[['seul']]
1761582,@closedclock_ alors comme ça on a peur de moi?,NEUTRAL,UNKNOWN,[['peur']]
3689411,"arrêtez de vous moquer des femmes au volant... avec l'expérience, elles sont les seules à savoir remplir un constat correctement.",NEUTRAL,FEMALE,[['seul']]
1838151,seul dans ma chambre j’ai perdu le sommeil,NEUTRAL,UNKNOWN,[['seul']]
1213956,je savais qu'il aurai un problème ac ça déjà qd il était avec les boys il avait du mal parfois sur scène alors mtn qu'il est seul c'est pire,NEUTRAL,FEMALE,[['seul']]
2076790,"j'arrive pas à les regarder dans les yeux, par peur de voir de la déception",NEUTRAL,UNKNOWN,[['peur']]
1134034,defois t'as envie d'envoyer un message mais t'as peur de la reaction,NEUTRAL,UNKNOWN,[['peur']]
3089970,"pettersson, lammer, künzle: 3 matches, 3 attaquants, 3x tout seuls à 3 m de conz et 3 défaites! ça fait quand même beaucoup de 3.. #gottéron",NEUTRAL,MALE,[['seul']]
2790673,@ewolk_ bah j'ai rien fait ça a gonflé tout seul,NEUTRAL,UNKNOWN,[['seul']]
3137726,j'me suis fais seul,NEUTRAL,UNKNOWN,[['seul']]
3891099,@bleukobalt décidément... elle cumule. c'est presque une blague à elle toute seule.,NEUTRAL,UNKNOWN,[['seul']]
810719,"@iewto il serait temps de faire autrement. seulement, y en a qui s'en mettent pleins les poches en bousillant la terre et la santé des gens",NEUTRAL,UNKNOWN,[['seul']]
2061478,"@__neko__chan__ j'avais peur d'avoir fait une gaffe, pour ça que je m'excuse ! :) bonne journée ?",POSITIVE,UNKNOWN,[['peur']]
2719606,"parce que le ridicule ne tue pas, karaoké avec lfmtv. heureusement que je suis seul, je chante tellement mal ",NEUTRAL,UNKNOWN,[['seul']]
175610,chuis vraiment la seule merde qui arrive à perdre son sac de couchage,NEUTRAL,FEMALE,[['seul']]
