,main,sentiment,author_gender,keywords
2023270,knelsen mit einem herrlichen backhand pass auf aulin welcher daraufhin alleine vor dem oltener tor steht und leider verzieht,NEUTRAL,UNKNOWN,[['allein']]
3613831,es isch mir es rätsel wieso alli ufeimoll inere beziehig si. drunter 5/6 vo mine ängste kollegine au.,NEUTRAL,MALE,[['angst']]
2337576,. verkehrszeichen? traut sich keiner aufzustellen weil autofahrer vom kleinen bienchen abgelenkt werden könnten. . ,NEUTRAL,UNKNOWN,[['abgelenkt']]
3079686,"@flintenweob900 entwarung: das ziemliche durcheinander im bildhintergrund zeigt, dass es sich um temp. anfall und keine sucht handelt. :-)",POSITIVE,MALE,[['sucht']]
155060,ich mache in den nächsten tagen gleich zwei videos über paar traurige youtuber in der szene...,NEUTRAL,UNKNOWN,"[['traurig'], ['traurig']]"
1596077,"@denkdichter hatte schon angst, dass das niemand checkt",NEUTRAL,UNKNOWN,[['angst']]
503966,"und der himmel färbt sich schwarz,du breitest deine flügel aus,wirfst mich aus der bahn,hab so angst dich zu verlieren ~dame~",NEUTRAL,UNKNOWN,[['angst']]
13956,"@wirdarzt aber heute plötzlich als ich alleine ruebrr ging zu ihr, begrüßt sie mich per handschlag :d",NEUTRAL,UNKNOWN,[['allein']]
1539004,obama+hillary wollen das amerikanische volk entwaffnen: nicht wegen 1 paar morden - aus angst vor aufstand + wegen den us-patrioten-milizen,NEUTRAL,UNKNOWN,[['angst']]
1407161,keine angst vor weiterbildung! #digitalskills a7: die digitale kluft ist ein gesamtgesellschaftliches problem. es sind grosse ängste vorhanden vor der digitalen transformation. #edchatde,NEUTRAL,UNKNOWN,[['angst']]
3547940,"heute ist es schon etwas seehr ruhig hier.. ich werde schon herausfinden was hier läuft, keine angst!",NEUTRAL,FEMALE,[['angst']]
1600388,"wenn ich lieber drei wochen mit zerrissenen schuhen umherlaufe, anstatt mir den stress eines schuhkaufs anzutun, stimmt etwas nicht.",NEUTRAL,MALE,[['stress']]
2619069,"@zac1967 wenn ihr wirklich euch das antun wollt, gegen die energiewende das referendum zu ergreifen, dann sucht mal ein paar fachleute.",NEUTRAL,MALE,[['sucht']]
1097765,@westhim @ecxod @china_welt_news und italien wird wie gr allein gelassen von der eu mit dem migrantenproblem.,NEUTRAL,MALE,[['allein']]
2574922,"der moment, wenn man des todes traurige und unlustige nachrichten bekommt aber ein lachen faket.  ",NEUTRAL,UNKNOWN,"[['traurig'], ['traurig']]"
3379569,"ich brauch mehr platz, luft zum atmen. mehr als nur ein zimmer in dass ich mich selber einschliesse um alleine zu sein.",NEUTRAL,UNKNOWN,[['allein']]
1817750,"@anitaworks9698 @moninielsen wichtig ist auch, weil eltern so es nicht alleine schaffen, dass sie in ihrer grossen aufgabe verstanden werden",NEUTRAL,UNKNOWN,[['allein']]
2130597,"2´ | erster angriff über links durch riveros der zur mitte flankt, elyounoussi schliesst ab, aber abgelenkt. #rotblaulive",NEUTRAL,UNKNOWN,[['abgelenkt']]
3038984,angst schlägt freiheit #ndg #abst16 #abstch #diegeisterdieichrief #fichen #generalverdacht,NEUTRAL,UNKNOWN,[['angst']]
634739,"kilischee bemühen, kritik übersehen, zurückweisen, blockieren & jammern.doch im grunde wirkt's so,als suche sie verzweifelt streit @____abi",NEUTRAL,FEMALE,[['verzweifelt']]
2653793,"liebe flüchtlinge unsere lage ist verzweifelt, der vorsprung schmilzt. da können wir uns nicht auch noch um euch & eure problemchen kümmern.",NEUTRAL,MALE,[['verzweifelt']]
3633742,ich kann dieses geschrei der angstbürger nicht mehr hören! angst vor dem leben! das darf nicht der massstab einer gesellschaft sein!,NEUTRAL,UNKNOWN,[['angst']]
2167889,die schweiz und die nsa - hündchen klein ging allein,NEUTRAL,UNKNOWN,[['allein']]
2330585,"das traurige finde ich, das solche menschen als gut gelten und die publisher sowie fans auch feiern!",NEUTRAL,UNKNOWN,"[['traurig'], ['traurig']]"
426448,@ramski67 die arme kleine! so ein stress!,NEUTRAL,UNKNOWN,[['stress']]
1743033,"neulich im aldi: ""meine kinder haben angst vor ihnen, schämen sie sich nicht dass sie so auf die strasse gehen und kinder erschrecken?!""",NEUTRAL,UNKNOWN,[['angst']]
1194666,@chc_messe @karriere_at den passenden orangenen anti-stress-ball gibt's übrigens bei uns an stand c.10 :) #chcd16,POSITIVE,UNKNOWN,[['stress']]
2871577,"huch, nur noch 5 monate bis #heiligabend #immernochkeinegeschenke #stress #am #sonntag #gopf #",NEUTRAL,MALE,[['stress']]
3852386,@lol_gamer03 @etwasx3 keine angst ich hab selbst ne freundin xd,NEUTRAL,MALE,[['angst']]
2069848,kein wunder sucht er neben der musik eine neue karriere #diebachelorette,NEUTRAL,FEMALE,[['sucht']]
1305564,"@hentschelf und wir haben schon verzweifelt versucht zu erraten, welcher kanton das jetzt sein soll :d",POSITIVE,UNKNOWN,[['verzweifelt']]
2030564,"@tvgrantler das ist nicht düster - das ist voller herzlichkeit und einfach zum heulen schön, aber auch traurig :) #cdrb",POSITIVE,FEMALE,"[['traurig'], ['traurig']]"
1322907,"#netzwerken bedeutet nicht, einfach nur ein social-media-account zu besitzen. das allein ist sinnlos. #socialmedia",NEUTRAL,UNKNOWN,[['allein']]
376185,"menschen die zwanghaft ihre tindererlebnisse twittern müssen, warum auch immer...",NEUTRAL,UNKNOWN,[['zwanghaft']]
2662027,"der klügere gibt nach! eine traurige wahrheit, sie begründet die weltherrschaft der dummheit. marie von ebner-eschenbach",NEUTRAL,UNKNOWN,"[['traurig'], ['traurig']]"
3759016,"apple muss 13 mia € steuern nachzahlen. vorstellung iphone 7 verschiebt sich, geschäftsleitung sucht in sofaritzen noch kleingeld #appletax",NEUTRAL,UNKNOWN,[['sucht']]
2125451,diese nicht von allein verschwindende werbung auf @xing_de dürfte adblockern neue nutzer bescheren... ,NEUTRAL,MALE,[['allein']]
1702338,@ihaeck grundlegendes sprachverständnis sucht man bei ihnen wohl auch vergebens... @chris___kaiser @vilfredomosca,NEUTRAL,UNKNOWN,[['sucht']]
2577427,". pflanzen können auch ""reden"" zeigen freude, wenn du düngst und giesst, lassen sonst traurig die blätter hängen. .  ",NEUTRAL,UNKNOWN,"[['traurig'], ['traurig']]"
2955405,@ritigampfi dafür gibt's den retweet-button. du willst @der_postillon einfach nur favs & retweets klauen. ich find das traurig.,NEUTRAL,UNKNOWN,"[['traurig'], ['traurig']]"
3660696,"traurig ... shane ist gerade mal 3 jahre älter, als der vater meiner tochter",NEUTRAL,FEMALE,"[['traurig'], ['traurig']]"
3349497,@richardinsorge @glumovsky deutschland sucht den superstar ️,NEUTRAL,UNKNOWN,[['sucht']]
3538259,das radio uahid team sucht nach verstärkung! bist du dabei?,NEUTRAL,UNKNOWN,[['sucht']]
986491,"@borisbaldinger gelöschte cookies. hatte ich letzthin auch, als ich nochmals in der gleichen session suchte, war de flug teurer.",NEUTRAL,MALE,[['sucht']]
221436,@tibitsch alleine (sonst ritual mit papa-krank nach spital).und doch geniesse...weil ihr ein -zuhause seid.danke,NEUTRAL,MALE,[['allein']]
1199808,"@flipmitklammern @madamenonnette mein fahrlehrer sagte immer zu mir: pfeil allein, ich allein.",NEUTRAL,UNKNOWN,[['allein']]
3408020,"leihkind ist traurig, dass ich zu viel um die ohren habe, um ihn ins büro zu lassen. leihkind geht jetzt für mich mit dem dr. hund spazieren",NEUTRAL,UNKNOWN,"[['traurig'], ['traurig']]"
2540854,wer mich auf fb sucht: da nutze ich übrigens einen anderen account als den unter meinem namen #infotweet,NEUTRAL,FEMALE,[['sucht']]
734594,"im herbst vlt 4-5 tage alleine nach island,weil sonst niemand ferientage hat ohje",NEUTRAL,UNKNOWN,[['allein']]
2340650,wie nennt man die angst vor manuel neuer witzen ?? paraneuer  ,NEUTRAL,MALE,[['angst']]
2054232,und dann ist die ot tatsache… ich hab angst.,NEUTRAL,UNKNOWN,[['angst']]
2187560,"@seviesphere keine angst, geister exestieren nur, wenn du ein tischchen schubst. :3",NEUTRAL,UNKNOWN,[['angst']]
2044310,sucht öpper es aquarium ?,NEUTRAL,MALE,[['sucht']]
2862922,«auch paranoide werden gelegentlich verfolgt.» - @philipploepfe,NEUTRAL,UNKNOWN,[['paranoid']]
34207,@wahlch15 traurig! ist ja alles nachvollziehbar. aber deshalb sozis wählen????,NEUTRAL,FEMALE,"[['traurig'], ['traurig']]"
749430,"""depression ist nicht mangel an erfüllung, sondern mangel an wunsch""",NEUTRAL,MALE,[['depression']]
2082150,"@domelocc passt. hauptsache ich kann das geld, das land, die schokolade, die uhren, den käse und die weibchen für mich alleine beanspruchen.",NEUTRAL,UNKNOWN,[['allein']]
90819,"morgen 2 teste vor mir,aber #zwilling regelt einfach alles! mein stress ist weg! danke für dieses album! @dielochis @lochisheiko",NEUTRAL,UNKNOWN,[['stress']]
515342,"es macht mich traurig, dass mein körper nach acht pfannkuchen schon schlapp macht. normalerweise schaff ich das doppelte.",NEUTRAL,UNKNOWN,"[['traurig'], ['traurig']]"
2457777,@derspiegel das ist traurig,NEUTRAL,MALE,"[['traurig'], ['traurig']]"
1048289,@_flowercloud_ aber will nicht alleine sein,NEUTRAL,UNKNOWN,[['allein']]
587573,@viktorgiacobbo dass der protest von der jugend gegen das establishment fast nur noch auf dem laufsteg stattfindet ist schon sehr traurig,NEUTRAL,MALE,"[['traurig'], ['traurig']]"
932678,"@msmiamouz arme mia und jim, jetzt sind traurig",NEUTRAL,MALE,"[['traurig'], ['traurig']]"
3555127,@nekoalexachan das macht mir angst,NEUTRAL,UNKNOWN,[['angst']]
2515005,".@rothmundmanuel sucht witze, erzählt von kindern. er will sie zu sich aufs handy. schickt sie ihm bitte an 0793439235. am besten per video!",NEUTRAL,UNKNOWN,[['sucht']]
2827072,@meidocafe das bokumachi ende war dank airi allein wunderbar. das ano hana ende war zum schlapplachen. stimme also grösstenteils zu ┐(´д｀)┌,NEGATIVE,UNKNOWN,[['allein']]
245290,"aber nein, die spitaltusse hat mich für fünf stunden weg geschickt! was soll ich denn so lange alleine?!",NEUTRAL,UNKNOWN,[['allein']]
960162,@andbhold converse werden ja auch im tiefen winter getragen (hab ich damals auch gemacht). teenage angst macht das,NEUTRAL,UNKNOWN,[['angst']]
3286852,"bei manchen menschen lässt man die vorwürfe einfach an sich prallen. man weiß, wenn man etwas dagegen sagen würde, gäbe es nur stress.",NEUTRAL,FEMALE,[['stress']]
896605,@dominiquegisin wo ist der ball? schon aus angst davon geflogen,NEUTRAL,UNKNOWN,[['angst']]
2116101,@saphira_yun klingt nach stress,NEUTRAL,UNKNOWN,[['stress']]
1680050,das radio uahid team sucht nach verstärkung! bist du dabei?,NEUTRAL,UNKNOWN,[['sucht']]
64974,"hab angst alleine im dunkeln raus zu gehen, patrick holt mich ab. #goals",NEUTRAL,UNKNOWN,"[['angst'], ['allein']]"
3693047,@gsigner mir würde das auch echli angst machen. hast du hilfe? spitex? oder sonst jemand? ist ja schon happig so kurz nach der op!,NEUTRAL,FEMALE,[['angst']]
2091611,ich such hier btw keine jobangebote oder so xd ich komm bloss alleine nicht drauf was ich eigentlich kann und dachte ihr wisst vll was ^^;,NEUTRAL,UNKNOWN,[['allein']]
851599,@buddenbohm @fraulaufstrumpf wenn du die familie in urlaub schickst und selbst allein daheim bleibst ist das erholung.,NEUTRAL,MALE,[['allein']]
1180089,@berndlieb_ es ist irgendwie traurig das wir beide oft nicht den selben geschmack haben :v,NEUTRAL,UNKNOWN,"[['traurig'], ['traurig']]"
2695834,"es gibt eine trend-sucht und die dazu passende angst, einen noch so dämlichen trend zu verpassen. nicht mitreden zu können ist der horror.",NEUTRAL,MALE,"[['sucht'], ['angst']]"
1316823,"@lahorjakrlin @jusoschweiz @rolfaschweizer unreif sind einzig und allein leute, die andere blocken, weil die die besseren #argumente haben.",NEUTRAL,MALE,[['allein']]
2326396,"ja, heute bin ich glücklich. morgen werde ich wieder traurig sein.",NEUTRAL,MALE,"[['traurig'], ['traurig']]"
128055,ich bin mir immer allein dabei.,NEUTRAL,UNKNOWN,[['allein']]
3625931,"falls jemand einen system engineer braucht, ich hätte hier einen der ne neue stelle sucht....",NEUTRAL,FEMALE,[['sucht']]
3848325,"selbstgespräche führe man nur im beisein andere. verrückt ja, aber nicht einsam.",NEUTRAL,UNKNOWN,[['einsam']]
1062295,morgen gehts nach thailand. und ihr denkt ihr seid im stress!,NEUTRAL,UNKNOWN,[['stress']]
1084175,früher grilliren um mehr spaß zu haben. heute den gleichen stress wie beim richtigen kochen in der küche.,NEUTRAL,UNKNOWN,[['stress']]
3852680,"@zerbrvchen @xdfghjuztre eifersucht ist wohl eher die angst, dass dir jemand abhandenkommt, den du meinst zu besitzen.",NEUTRAL,FEMALE,[['angst']]
419384,"@a1geyer schon schwierig, bei so vielen selbstmorden... .",NEUTRAL,UNKNOWN,[['selbstmord']]
2554370,@lorraine_lotr @naomjj eifersucht ist die leidenschaft die mit eifer sucht was leiden schafft,NEUTRAL,MALE,[['sucht']]
2290162,"angst vor wirklich allem, druck, stress und panik",NEUTRAL,UNKNOWN,"[['angst'], ['stress']]"
2249696,@iphotography_ch was sucht er?,NEUTRAL,MALE,[['sucht']]
2447003,@philhilftviel mach dir keinen stress! aber freue mich! :),POSITIVE,UNKNOWN,[['stress']]
2327599,"@frau_npunkt weil es als ethisch unkorrekt gilt, sich an extrem verzweifelten zu bereichern",NEUTRAL,MALE,[['verzweifelt']]
3575750,@schmellitaryan @eduardvschmidt @larspollmann nach pep's abgang muss ein neuer fussball-intellektueller als sündenbock her halten. traurig!,NEUTRAL,MALE,"[['traurig'], ['traurig']]"
1504082,@zockkerandy @youtube hab immer noch nicht nach geschaut. suchte sie später mal durch,NEUTRAL,FEMALE,[['sucht']]
2358452,durch #pokemongo bin ich richtig braun geworden. ich werde langsam zu einem normalen menschen. ich hab angst.,NEUTRAL,UNKNOWN,[['angst']]
1907060,. sagt halt so ein alter mann kurz vor dem sterben im altenheim: meine traumfrau hab' ich nie gefunden und geh' deshalb ganz allein... .,NEUTRAL,UNKNOWN,[['allein']]
1757934,das radio uahid team sucht nach verstärkung! bist du dabei? ,NEUTRAL,UNKNOWN,[['sucht']]
3853835,@ende_der_luege was bist eigentlich du für eine traurige gestalt? deine website ist echt übel.,NEUTRAL,MALE,"[['traurig'], ['traurig']]"
2693756,". nur so fragen: was machen juden und muslime, wenn sie ganz ""alleine"" sind? da ist ja auch nichts mit vorhaut rauf und runter... .",NEUTRAL,UNKNOWN,[['allein']]
932525,da macht einen das thumbnail ja schon traurig. :'c @regibang  ,NEUTRAL,FEMALE,"[['traurig'], ['traurig']]"
2154678,lasst den #kindern zeit. und viel stress ist plötzlich keiner mehr!,NEUTRAL,UNKNOWN,[['stress']]
1014461,das radio uahid team sucht nach verstärkung! bist du dabei? ,NEUTRAL,UNKNOWN,[['sucht']]
3494901,ich sollte nicht alleine das sonic2.exe video gucken... hilfe,NEUTRAL,FEMALE,[['allein']]
317293,@junicks wie gesagt genug eigene probleme und damit verbunden natürlich auch die angst das einem solche flüchtlinge dann noch das wenige,NEUTRAL,MALE,[['angst']]
3058525,nach der niederlage von montlingen bleiben wir alleiniger leader!,NEUTRAL,UNKNOWN,[['allein']]
537529,"@herr_rd kulturell geprägt, und meistens sind es neurotypische dinge, die also zb für leute mit autismus oder depression o.ä. überhaupt",NEUTRAL,UNKNOWN,[['depression']]
3750346,@lukethew4lk3r ich weiss nicht. das kam von alleine.,NEUTRAL,UNKNOWN,[['allein']]
1367219,@anniikaxx stress gschider mal anstatt uf dis handy luege,NEUTRAL,UNKNOWN,[['stress']]
1691343,*hat einen bus für sich allein*,NEUTRAL,UNKNOWN,[['allein']]
2742700,"@lowrezhd keine angst, ich will wirklich das er meinen namen liest. :d",POSITIVE,UNKNOWN,[['angst']]
1620009,abbau-stress. endlich zuhause. endlich ruhe.,NEUTRAL,UNKNOWN,[['stress']]
3631090,"meine eltern stressen ihn gar nicht was das alles angeht und bei mir haben sie ein riesen theater gemacht, ""gleichberechtigung"" nh",NEUTRAL,FEMALE,[['stress']]
2145521,morgen an die pv von @blairwitchmovie - die vorfreude (und angst zugleich) könnte nicht grösser sein.,NEUTRAL,MALE,[['angst']]
151824,"""es ist dreckig."" ""ich muss momentan alleine putzen. ich bin n mann, n mann putzt halt nich so wie ne frau. is ja klar."" was ne ausrede -.-",NEUTRAL,UNKNOWN,[['allein']]
612164,@lenzchristoph das rahmenmonster - ich hab echt angst,NEUTRAL,MALE,[['angst']]
826258,der viele müll im volkspark friedrichshain macht ja schon ein wenig traurig.,NEUTRAL,MALE,"[['traurig'], ['traurig']]"
2824483,"@urbanzockers schade ist dasses trotz aufklärung, immer mehr opfer, immer noch menschen gibt, die so verzweifelt sind und... 1/2",NEUTRAL,UNKNOWN,[['verzweifelt']]
3769891,"@the_pinkhair nicht traurig sein, meine süsse...langfristig benötigen wir die punkte wohl noch",NEUTRAL,MALE,"[['traurig'], ['traurig']]"
