,main,sentiment,author_gender,keywords
2871667,i was actually thinking about tje blue flannel today and that i was sad it was gona so i guess julian read my mind!! @yuppjulian,NEGATIVE,UNKNOWN,[['sad']]
2188961,when our momma sang us to sleep but now we're stressed out,NEUTRAL,UNKNOWN,[['stress']]
745491,homesick af,NEUTRAL,UNKNOWN,[['homesick']]
1110819,@79s__ investigative journalists maybe. ..lol. just something to console themselves with i guess. they're like addicts in need of a fix.,NEUTRAL,UNKNOWN,[['addict']]
1992107,oh crap the stress of everything is bringing all kind of bad things to the surface feck,NEGATIVE,FEMALE,[['stress']]
2815474,you don't know stress until you get up from sujood and half your abaya is under your feet and you stand like the hunch back of notre dame,NEUTRAL,UNKNOWN,[['stress']]
2349770,@rubyrose it's so sad to see so much hate in this world... i hope one day all this hate will be vanished and replaced by love,NEGATIVE,FEMALE,[['sad']]
3384504,someone from la just called me and i'm so sad now i wish i was there also i fucking loved the way that person said my name. ughhhh.,NEUTRAL,UNKNOWN,[['sad']]
1155027,i want a kitten but i'm afraid of responsibilities.,NEGATIVE,UNKNOWN,[['afraid']]
957301,why life gotta be so stressful like really... can i have a break,NEGATIVE,FEMALE,[['stress']]
669185,@kenemeth like this is worse than murder house and asylum combined and i'm 10 minutes into episode 2,NEGATIVE,MALE,[['asylum']]
1263768,@paleolite i remember you looked so stressed out on those .lol,NEUTRAL,MALE,[['stress']]
149815,"wow, of course hades hasn't changed!! hook & emma are killing me though... so sad!! loved seeing more of emma's backstory! #onceuponatime",NEUTRAL,FEMALE,[['sad']]
3154173,my coffee addiction becomes 100x worse when i get back to school.,NEGATIVE,UNKNOWN,[['addict']]
2962651,"when you're having a bad day and you're feeling sad, take selfies making the worst/weirdest faces you could ever make. you'll feel better",NEGATIVE,UNKNOWN,[['sad']]
1455579,it was a really stressful week but we did great stuff i think.,NEUTRAL,UNKNOWN,[['stress']]
1357198,@starryeyedlass afraid not :(,NEGATIVE,UNKNOWN,[['afraid']]
816570,i'm stressed out.,NEUTRAL,UNKNOWN,[['stress']]
1830836,"i was stressing because my periods were two days late....well, i shouldn't have *rolleyes*",POSITIVE,FEMALE,[['stress']]
2684498,drinking gose mania @kraftpaule,NEGATIVE,UNKNOWN,[['mania']]
2229777,its so sad i can't stop crying godddd why am i so sensitive,NEUTRAL,MALE,[['sad']]
1462100,and it makes me sad because i love them so much,NEUTRAL,UNKNOWN,[['sad']]
1174057,it's sad how far you are bcs i can't see you,NEUTRAL,UNKNOWN,[['sad']]
1196064,@samanthaprabhu2 feeling sad to hear that u stopped actng... expectng eagerly to see u in film.. miss u,NEGATIVE,UNKNOWN,[['sad']]
2512971,"i like sad eyes, bad guys mouth full of white lies",NEGATIVE,MALE,[['sad']]
2112701,"as much as you be sad, nothing like losing a loved one ! it breaks you ! even laughter,eating , tweeting is cheap ! i will miss u aarun",NEGATIVE,UNKNOWN,[['sad']]
2714114,so sad! #kanyewest #alive  ,NEGATIVE,UNKNOWN,[['sad']]
2460240,i cant do anything about it so i guess ill just sadly go to school that day,NEGATIVE,UNKNOWN,[['sad']]
1962849,"it is not only a headache, i also feel afraid. i worry all the time when the panic attacks i'm scared...",NEGATIVE,UNKNOWN,[['afraid']]
1479791,"@davidschawel cool. we here too. though now quite some rain. markets-will not be in summer mode,i am afraid.but then again,enjoy this summer",POSITIVE,UNKNOWN,[['afraid']]
1754230,okay landing in zurich at 7pm and arriving home at 10 pm is a little stressful when you have school next day,NEGATIVE,UNKNOWN,[['stress']]
3826753,"i'll sing more often singing in the shower helps boost your immunity, lower your blood pressure, reduce stress, and improve your mood.",POSITIVE,UNKNOWN,[['stress']]
1158005,this election makes me so sad :(,NEGATIVE,UNKNOWN,[['sad']]
3051666,@coreyharp @ofarevolution wish i could watch you perform but sadly i live on the other side of the world,NEGATIVE,FEMALE,[['sad']]
3834230,"@itsultralife01 what do you think about novi sad, its a nice and interesting city to visit?",NEUTRAL,UNKNOWN,[['sad']]
201855,"stop stressing over it, just let it be, everything will be ok. #aldublolasusbound",NEUTRAL,UNKNOWN,[['stress']]
3601025,le stress,NEGATIVE,FEMALE,[['stress']]
2470893,@jamiecullum @sophiedahl @bradwebbmusic such a sad situation. we must do what we can. xo,NEGATIVE,FEMALE,[['sad']]
1637698,@kateatherley i'm afraid so (though not always pickles). also sometimes if i can't sleep i get up again.,NEGATIVE,FEMALE,[['afraid']]
1711381,"@namdela3k so if for instance you ask a babe out on a date, you are not fit for traffic stress but she is?",NEGATIVE,UNKNOWN,[['stress']]
1137675,now playing: 'addicted to you' by 'shakira',NEGATIVE,UNKNOWN,[['addict']]
356875,"my @arsenal fans, it's ok to be angry, it ok to be sad, but it's not ok to demoralise the players. let's criticise them, scream even....",NEGATIVE,MALE,[['sad']]
989458,"@leedership when people are scared, they get silent. wait for a strong man to speak. why are people afraid? that's an interesting question",POSITIVE,MALE,[['afraid']]
2255633,@mknberg stress,NEGATIVE,UNKNOWN,[['stress']]
2169326,i just published “my personal sadness”,NEGATIVE,UNKNOWN,[['sad']]
3011122,"""don't be afraid, don't be fearful of failure or difficulties"" estelle cascarino #mondaymotivation #wu19euro ",NEGATIVE,UNKNOWN,[['afraid']]
1613923,@rogueevents i already bought mine but you send me an asylum 18 ticket number and have not replied to my various mails asking you to correct,POSITIVE,UNKNOWN,[['asylum']]
3521538,@allybrooke ally youre the reason that im not afraid to fly and you need to know that i love you,POSITIVE,MALE,[['afraid']]
1670533,"9 things successful people do over the weekend to de-stress before monday a stressful, chaotic weekend can throw...",NEGATIVE,UNKNOWN,[['stress']]
3608610,@_ravian_ @fatima_sharmin @misthyshikhawat @xxxitisme sid and roshni is cutee but always cries and sad but now satya and mahi always laugh,NEGATIVE,UNKNOWN,[['sad']]
666881,olivia newton-john -- hopelessly devoted to you,NEGATIVE,UNKNOWN,[['hopeless']]
3710143,"@tiago_caucasus ok, that's symbolic encouragement. nonetheless, fragile. sad no one likes peace enforcement.",POSITIVE,MALE,[['sad']]
1381877,they prob killed my flowers — feeling sad,NEGATIVE,UNKNOWN,[['sad']]
1138379,i'm sad and i don't wanna talk about it,NEGATIVE,UNKNOWN,[['sad']]
1610370,very sad sky lately.,NEGATIVE,UNKNOWN,[['sad']]
2613094,she's a washed up heroine addict! #rui #bot,NEUTRAL,UNKNOWN,[['addict']]
1974798,@grantcardone @scattermae777m @shepnewsteam @bobbyjindal. shep is not sad. he's a pompous windbag pretending to be a journalist.,NEUTRAL,MALE,[['sad']]
1219098,"and don't fucking stress me on a monday morning, it's just a hella bad idea to do so",NEGATIVE,FEMALE,[['stress']]
1199357,@minniemonkey97 well switzerland and germany are still waaay behind... sad about this tbh :/,NEUTRAL,UNKNOWN,[['sad']]
2745901,so fucking stressed,NEGATIVE,FEMALE,[['stress']]
3726527,@jomcinerney @officialsmbe but i like smbe meetings! allow me to be a bit sad,NEUTRAL,MALE,[['sad']]
691127,"it's been awhile, had to deal with some sad rl stuff i'm sorry guys but the comeback is real! making a new layout at the moment stay tuned",NEGATIVE,UNKNOWN,[['sad']]
2972910,@thechloelock now im sad :<,NEGATIVE,UNKNOWN,[['sad']]
1346342,@witchtheantifem i'd say it's more about the killing potential. a test for mental health and criminal record would be reasonable.,NEGATIVE,UNKNOWN,"[['mental', 'health']]"
2427258,@fromcarly he's so afraid to make mistakes & be ridiculed/forcefully retired that he won't let anyone close anymore. not getting any younger,NEGATIVE,FEMALE,[['afraid']]
1650480,@xjuulsx @serkandbes stress?,NEGATIVE,UNKNOWN,[['stress']]
2493499,"@adyhurley if that ""consequence"" can't be a baby, it can at least be an expensive, lonely, stressful ""weekend trip to london""",NEGATIVE,FEMALE,[['stress']]
3361728,do you know why germany threw all those eastern european out? they were living in asylum housing since 30 years. they think this is the--,NEUTRAL,FEMALE,[['asylum']]
549492,mental health is a universal purpose not an illness. we all have a role to play thru relationships in our communities schools & workplaces.,NEGATIVE,UNKNOWN,"[['mental', 'health']]"
2034775,"i will be so glad when october's finally over. that's a damn stressful month for me, even though inktober is pretty damn cool",NEUTRAL,UNKNOWN,[['stress']]
3633376,"ok mr i'm sexy and i know it let's sleep now you're supper insta addict , gnyt @iamsrk too much happiness i luv you",POSITIVE,UNKNOWN,[['addict']]
2713452,@therangeuk bought ipswich. sad that average buyer so dishonest you punish the honest ones. money was returned but impression ruined,NEGATIVE,FEMALE,[['sad']]
2115134,the last bastion is so sad i can't,NEGATIVE,MALE,[['sad']]
2863267,homesick,NEUTRAL,UNKNOWN,[['homesick']]
1957507,so sad that i always have to work when @sp4zie streams :'(,NEUTRAL,UNKNOWN,[['sad']]
608747,sad af....,NEGATIVE,FEMALE,[['sad']]
546677,@alecmagnvs we went to a lgbt club night and i t sad so good,NEUTRAL,UNKNOWN,[['sad']]
1748369,i'm such a stressful person,NEGATIVE,UNKNOWN,[['stress']]
3557443,pretty sad and desperate for a woman to go after a married man! get urself some self pride bitch!,NEGATIVE,UNKNOWN,[['sad']]
1012398,lol high not sad smh,POSITIVE,UNKNOWN,[['sad']]
3870287,"@samcaitlife @samheughan hey sam your hand is well placed ;-), so you prefer blond, sad for all ginger ;-) see you 2017 at the meet&greet",POSITIVE,FEMALE,[['sad']]
1481165,@bigbrotherxtra yes sadly :(,NEGATIVE,UNKNOWN,[['sad']]
2409542,y i feel deeply sad without a reason this morning,NEGATIVE,UNKNOWN,[['sad']]
3592017,"there is no stress in the world, only people thinking stressful thoughts.– wayne dyer #quote",NEGATIVE,UNKNOWN,[['stress']]
1189412,"sad day, but at least the pacers are playoff bound",NEGATIVE,UNKNOWN,[['sad']]
315694,@savannahst so sad to see the most wonderful glinda go wish you luck for the future!,POSITIVE,FEMALE,[['sad']]
202837,you don’t gain anything from stressing. remember that.,POSITIVE,MALE,[['stress']]
2852868,sad day for #uk and for #europe. it seems that the xenophobic and scare-tactics argument on #migration won the day. #brexit,NEGATIVE,FEMALE,[['sad']]
2043336,@mendesfawn my mom was telling me a sad story and i couldn't stop smiling because of shawn. and now she's mad at me and thinks i'm crazy,NEGATIVE,UNKNOWN,[['sad']]
1074805,@megandoolally i dont think they invented this out of the blue. look at there emotional stress...,NEGATIVE,MALE,[['stress']]
61366,"this was my last day of holiday and it makes me sad af bc all i did in this holiday was sleeping, eating and watching netflix and it was lit",NEGATIVE,UNKNOWN,[['sad']]
2084984,"@lookitselliot …tomorrow will be, yet, another day… and a way better one too! …stay rad… not sad",POSITIVE,UNKNOWN,[['sad']]
17295,@mwaseemwassi and stress is something higher than you,NEGATIVE,MALE,[['stress']]
1896131,because of addiction i need the last (lost sometimes... ;-) leg all year around. i'll get a doc's prescription if needed!,POSITIVE,FEMALE,[['addict']]
1808448,missing these times when we were young and had simple wish... this song will always make me sad  ,NEGATIVE,FEMALE,[['sad']]
2793516,@tupacshakurst @actuallyalejo and makes me sad cause that song is timeless :(,NEGATIVE,FEMALE,[['sad']]
1551775,"@rickygervais i love this, ricky, you just made me smile on this sad day. thank you very much!",NEUTRAL,UNKNOWN,[['sad']]
2614737,i am actually homesick for lendu that i wanna go back to melaka but i also wanna go back to ampang hm ️,NEUTRAL,UNKNOWN,[['homesick']]
1919236,@den2114 @gchristensenmp @corybernardi @senatorbobday @bobkatter @jacquilambie @pmonair that's sad. beautiful paris now looks like a slum.,POSITIVE,UNKNOWN,[['sad']]
1281800,another example of the need for agency needed to control tech. what will break people’s addictions to their phones?,NEGATIVE,FEMALE,[['addict']]
3144179,(marcel and me are dungeon crawling again cuz we miss playing dnd and we're addicts),NEGATIVE,UNKNOWN,[['addict']]
1174532,"@iamashraf events also quite stress la... like if things go wrong, client will kill you first ahahahah. either way all work also stress",NEUTRAL,UNKNOWN,[['stress']]
623532,@lars9596 lone wolf with mental health problems who forgot his assault rifle?,NEGATIVE,MALE,"[['mental', 'health']]"
708909,@chlxedxnxld i sadly really know what you're talking about. it ended in september. not one day went by.. not one,NEGATIVE,UNKNOWN,[['sad']]
2542047,goodnight @justinbieber iam sad i love you endlessly,NEUTRAL,UNKNOWN,[['sad']]
1011040,"@_sones_ yes, stress and concentration will boost it!",NEUTRAL,FEMALE,[['stress']]
2289892,well this is so sad hillary is the most corrupt person to ever run for the presidency of the united states. #draintheswamp  ,NEGATIVE,UNKNOWN,[['sad']]
3262990,"there is no stress in the world, only people thinking stressful thoughts.– wayne dyer #quote",NEGATIVE,UNKNOWN,[['stress']]
1559439,@celinedion i feel sooo sorry for you. so sad! wish you all the best in this very hard time!,NEUTRAL,UNKNOWN,[['sad']]
2453425,@nutcrackerhs its so sad glad those days are over,NEUTRAL,UNKNOWN,[['sad']]
2479633,@windofpower sadly not,NEGATIVE,UNKNOWN,[['sad']]
3912720,nope but you have to make it look like its his idea are women afraid to make the first move on men they like?,POSITIVE,UNKNOWN,[['afraid']]
3142283,fall in love with someone who's not afraid to tell you to shut up when you're being irrational.,NEUTRAL,FEMALE,[['afraid']]
37012,i write all of the whiney sad shit u see under my pics,NEGATIVE,FEMALE,[['sad']]
531083,just a bit of love in all these sadness #armyselcaday #taehyung #bts ,NEUTRAL,FEMALE,[['sad']]
1770752,can you believe that midnight in korea is gonna be a stressful journey until bts comeback,NEGATIVE,UNKNOWN,[['stress']]
1162841,#debate the moderators have to be very very glad that is over with no major breakdown or derailment,NEUTRAL,MALE,[['breakdown']]
3467635,@akakinachi it's okay to make joke but.. yeah not with something like that. i was very stressed bc i couldn't find it.,NEUTRAL,UNKNOWN,[['stress']]
2377352,sad as hell laptop i just got doesn't workkkkk like okay,NEGATIVE,UNKNOWN,[['sad']]
2761307,@gaemgyu dont stress yourself la liao,NEGATIVE,UNKNOWN,[['stress']]
1473641,"@timetardislady @alhenasmile sadly, jokes sometimes don’t come across so well on social media.",NEUTRAL,UNKNOWN,[['sad']]
3119115,"these ""intelligent"" individuals who have the depth of a puddle. smh. so sad to see.",NEUTRAL,UNKNOWN,[['sad']]
3593364,@nationalexpress we are travelling today at 13.40. we have a plane to catch and feeling stressed.,NEUTRAL,UNKNOWN,[['stress']]
935191,it's sad moorim school had to end but they still managed to pull it off perfectly,NEUTRAL,UNKNOWN,[['sad']]
3621041,addicted with love of my life - infinite. they must release the music video! such a great song,POSITIVE,UNKNOWN,[['addict']]
723729,@jacobwhitesides @mattstakeout france won i'm so sad,NEUTRAL,UNKNOWN,[['sad']]
3345479,today is gonna be stressful,NEGATIVE,FEMALE,[['stress']]
2042909,"this still makes me sad i never believed the 1d books. i won't believe zayn's book. also may i remind you of louis writing ""who we aren't""  ",NEGATIVE,UNKNOWN,[['sad']]
1976243,these irings are so cute ;;_;; so sad they aren't for sale,NEUTRAL,UNKNOWN,[['sad']]
3928544,@hillaryclinton @realdonaldtrump being european & recovering u.s. addict i have never seen so much anti-americanism as in the last 10 years!,NEGATIVE,FEMALE,[['addict']]
1710526,@camerondallas niaa i am so sad :( i will not can see you at the #magconeurope :(((,NEGATIVE,UNKNOWN,[['sad']]
701184,viri's tweets are making me sad :( only because she's sad :(,NEGATIVE,UNKNOWN,[['sad']]
3722710,@gazzal_owl @mcbladeface sad comes to mid or #demented,NEGATIVE,UNKNOWN,[['sad']]
1150003,i think vicki is so pathetic and needy. i'm sad for her and disgusted at the same time. #rhoc,NEGATIVE,UNKNOWN,[['sad']]
3540224,are you afraid of owning your beauty? what stops you? #beautyrituals #uniquebeauty #celebratebeauty,NEUTRAL,UNKNOWN,[['afraid']]
3457307,it was either my mental health or this job and i don't regret my decision,NEGATIVE,MALE,"[['mental', 'health']]"
2760753,#itsagreatdayfor being sad,NEGATIVE,FEMALE,[['sad']]
3433737,i knew he was sad omfg :((( ,NEGATIVE,UNKNOWN,[['sad']]
2060129,it's so sad to be you,NEGATIVE,UNKNOWN,[['sad']]
3555078,@mphskungfugirl i liked the gang of misfits and was quite sad when they died,NEGATIVE,UNKNOWN,[['sad']]
2852594,sadness in her eyes. @lbc,NEGATIVE,UNKNOWN,[['sad']]
2459611,"the world has less funk 2day. #ripprince. very sad! i think i will now go have some starfish & coffee, maple syrup & jam....",NEGATIVE,FEMALE,[['sad']]
2046962,silicon valley is addicting us to our phones…,NEGATIVE,MALE,[['addict']]
2118897,"@callytaylor wanted, and by the time i did, it wasn't my dream job any more. sad times.",NEGATIVE,UNKNOWN,[['sad']]
3840466,@msquinn @variety @violadavis great speech but sad it even needed to be given - equality should be the norm and not a topic,NEUTRAL,MALE,[['sad']]
2025042,do you understand that im going to be addicted to this song forever,NEGATIVE,UNKNOWN,[['addict']]
2884514,@sheenaziqbal that show is my life i'm so sad they're not continuing anymore,NEGATIVE,UNKNOWN,[['sad']]
3856163,"@benbatched i agree 100%. but i fear that the large majority of people can’t see beyond the nutters, sadly.",NEGATIVE,UNKNOWN,[['sad']]
1452265,@russellcrowe you are a fan of many but not by me... that's very sad,NEGATIVE,UNKNOWN,[['sad']]
2247996,be very afraid of my team,NEGATIVE,MALE,[['afraid']]
1194015,@knightonstar @mhchat i think with mental illness there is a chemical imbalance that causes different reactions to typical stress situations,NEGATIVE,FEMALE,[['stress']]
2649192,a man being sought by french police was arrested while attempting to make an asylum request in switzerland,NEUTRAL,UNKNOWN,[['asylum']]
2346296,damn you wwe for failing to capitalize on the great triple threat match these women had at mania.,NEGATIVE,UNKNOWN,[['mania']]
1402753,don't be afraid to..,NEGATIVE,FEMALE,[['afraid']]
2539552,#greysanatomy is hitting all the feels!! owen and little harriet but felt so sad for amelia!,NEGATIVE,FEMALE,[['sad']]
3538864,"@windsorlion he is! sadly, louis got his tail end bitten off or something. still, he's one good boy & proud father!",POSITIVE,UNKNOWN,[['sad']]
3669646,@imaginedragons i was on my way to the gate for leaving london (kinda sad tbh) and then watching this video i was smiling all over ️,NEUTRAL,UNKNOWN,[['sad']]
3832804,"i've sworn 28 times on twitter, so i'm on santa's naughty list. sad face. find out if you've been naughty or nice at",NEGATIVE,UNKNOWN,[['sad']]
2526876,one direction in general - stresses me tf out - liars - a bunch of twats but i like the irish one - problematic - jk i love them so muc-,NEGATIVE,UNKNOWN,[['stress']]
174097,"it's sad that a glass of beer in switzerland costs $4.00, and a glass of water costs $4.50.",NEGATIVE,FEMALE,[['sad']]
363651,@somegadgetguy looking for it ! i didn’t manage to get one sadly and i want your impression the « feeling » of the device :),POSITIVE,UNKNOWN,[['sad']]
1109659,ugh money stress :(,NEGATIVE,UNKNOWN,[['stress']]
3804282,oops uncontrollably fond wqsw the saddest drama i ever watched im so sad rn,NEUTRAL,UNKNOWN,[['sad']]
2551865,@maghzwani thank you. we're sad we can't bring you any photos as twitter having issues here. so we're posting few on instagram/fifaworldcup.,NEGATIVE,UNKNOWN,[['sad']]
2105419,i think my group chat just broke up :( im really sad,NEGATIVE,FEMALE,[['sad']]
623054,sadly idk what shoes,NEGATIVE,FEMALE,[['sad']]
1153972,"gutted. grew up with gerry gow as yeovil manager, living in same cul-de-sac as best friend. we used to play football hoping he'd 'spot' us. very sad to hear this morning that @bcfctweets legendary player gerry gow has passed away. thoughts are with his family #ctid",POSITIVE,MALE,[['sad']]
910824,inktober no. 8 - sad witch #inktober #inktober2016 #sadwitch,NEGATIVE,MALE,[['sad']]
2608527,@willowshedgehog makes me sad...,NEGATIVE,MALE,[['sad']]
1441928,@_unimagine sadly i have to rush b/c i must be at the ice rink at 8 am - and it's 7.05 am lol i'll try to check on my mobile,NEGATIVE,FEMALE,[['sad']]
2612571,@obiwankenben »i'm so sorry obi« [looks at you sadly] »i had so much to do«,NEGATIVE,UNKNOWN,[['sad']]
3342357,just sad that there is something called #windows went into the microsoft store to try the new surface studio. two things to share: it’s impressive and first time i’ve waited in line there.  ,NEUTRAL,UNKNOWN,[['sad']]
3369454,can't believe they got rid of the lighted apple on the macbook #appleevent #sad,NEGATIVE,MALE,[['sad']]
999587,@akakinachi i wasn't very in the class group and my classmate didn't like one of our classmate... that was sad now i think about this.,NEUTRAL,UNKNOWN,[['sad']]
1686597,"eating your food slowly will help you lose weight, reduce stress, and lead to better digestion.",NEGATIVE,UNKNOWN,[['stress']]
2796321,@pinkydoodly sad to hear you're affected by that. take care.,NEGATIVE,UNKNOWN,[['sad']]
1739199,@mrduncanjames sad news!! #prayfornice,NEGATIVE,UNKNOWN,[['sad']]
3490970,@kriemhildsrache i know many people who bitch about heat in aus - possibly some have sad but it blends in?,NEGATIVE,FEMALE,[['sad']]
2228067,im never gonna meet ethan and grayson that makes me sad,NEGATIVE,FEMALE,[['sad']]
3343435,@miniminkookie sweetie don't say sorry and why you sad? d: *sends 100 hugs*,NEGATIVE,UNKNOWN,[['sad']]
3340270,"be not afraid of growing slowly, be afraid only of standing still. - proverb #quote #thursdaythoughts",NEGATIVE,UNKNOWN,[['afraid']]
3133910,@zaki3ssar @unreveaisecrets @drawingpencii so the story practicaly ended when they found out her identity! o-o so sad...,NEGATIVE,UNKNOWN,[['sad']]
3261921,"@1future montreux jazz . why, why why....????? sad as fuck",NEGATIVE,UNKNOWN,[['sad']]
2474909,i just want us 2celebrate #srk20million ! wot with the hate on srks day almost every1 shifted 2abuse !sad that we get happy abusing others,NEGATIVE,UNKNOWN,[['sad']]
731491,"@marilynnepryor no, i'm real, and i have dual citizenship. and recall: you are the one who called me an idiot. can't take the heat? sad.",NEGATIVE,MALE,[['sad']]
1472575,the news is so sad. ill never understand this level of hate,NEGATIVE,UNKNOWN,[['sad']]
3471354,"the custom emotes feature for discord is nice, but i'm kinda sad that you cant use emotes from server 1 on server 2",NEGATIVE,MALE,[['sad']]
2271515,i gave him some space in case his mother was stressed #moo #cycling ,NEUTRAL,UNKNOWN,[['stress']]
1343914,"thank you everyone for hanging out for ghost 1.0, greatly appreciated! made a lot of progress,probably halfway done. this game is addicting!",POSITIVE,UNKNOWN,[['addict']]
2347288,@tsoniotis @bbbubby77 @elonmusk none sound like trips i want to be stressed and driving for many hours. any car needs time when 'in need',POSITIVE,UNKNOWN,[['stress']]
3405913,"scared of the bottom, afraid of the stairs.",NEGATIVE,FEMALE,[['afraid']]
1275102,@stevielynnc15 @worldwideoth this really just made me sad,NEGATIVE,UNKNOWN,[['sad']]
3687217,spud is addicted,NEGATIVE,UNKNOWN,[['addict']]
376645,@sukasycho i am even lucky when i am sad,NEUTRAL,MALE,[['sad']]
1259497,closing down the cottage today taking the dock out of the water feels the same as taking the christmas tree down in january #sadness,NEGATIVE,UNKNOWN,[['sad']]
1083887,hhh man i'm so nervous rn can't deal with the stress,NEGATIVE,UNKNOWN,[['stress']]
3548098,#pillowtalkreaction the more you listen to it you notice things you didn't notice when you first heard it & becomes addictive!,NEUTRAL,UNKNOWN,[['addict']]
811516,@mkmalia yes the writers keep being assholes and it helps me. instead of being sad i'm just pissed lol,NEGATIVE,UNKNOWN,[['sad']]
2732684,the kind of videos that make people addicted to porn ,NEGATIVE,FEMALE,[['addict']]
1247771,"@busi_za yes, it is a perfect paradox between hilarity and sadness. basically it is the foundation of what comedy is. :)",POSITIVE,UNKNOWN,[['sad']]
1065705,should be reading but instead i'm browsing through the sephora website... i'm a hopeless case,NEGATIVE,FEMALE,[['hopeless']]
2921650,times long gone i'm afraid. thanks for making them live again having a good weekend so far? i'm having a braless weekend ;),POSITIVE,MALE,[['afraid']]
725423,"@dsquareddigest right, but depending on the stress tests results do you see a window for (government) action?",NEUTRAL,MALE,[['stress']]
1485167,"@theindiebox : just received the previous box. what, no cards anymore ? nooooooo. #sadness",NEGATIVE,UNKNOWN,[['sad']]
898994,#schwitzkasten: everything you always wanted to know about @cedricwermuth. but were afraid to ask. @srf3,NEGATIVE,UNKNOWN,[['afraid']]
179039,@flash_hsalf right? sadly they wee gone by the time o got out. :(,NEGATIVE,FEMALE,[['sad']]
1005644,stress pi wedding with no heels,NEGATIVE,UNKNOWN,[['stress']]
134902,somewhere between sad and tired af.',NEGATIVE,UNKNOWN,[['sad']]
3518096,"you guyz. i found an emoji rock. he can do: lol, sad face, smirk and stupid grin.",NEGATIVE,UNKNOWN,[['sad']]
3645679,the problem is that i most likely will feel knocked out the rest of the day because i can't handle the stress. ;(,NEGATIVE,UNKNOWN,[['stress']]
2438369,@kkaut are you really that sad?,NEGATIVE,MALE,[['sad']]
1147995,@mrcalabazal i'll forget my sadness but the happy memories will remain <3 sadness is just overwhelming right now.,NEGATIVE,UNKNOWN,[['sad']]
797309,@stjernbergrobin i'm addicted to it already. your voice tho.,NEUTRAL,UNKNOWN,[['addict']]
3340352,"@redshoesmoment don't look sad, please! you're just a tiny little bit weird",NEGATIVE,UNKNOWN,[['sad']]
2638483,the sad thing is you snitched,NEGATIVE,UNKNOWN,[['sad']]
1682969,presentations stress me out so much,NEGATIVE,UNKNOWN,[['stress']]
502221,@saint_gerrard1 that's the point i'm afraid about ...,NEGATIVE,UNKNOWN,[['afraid']]
21075,"@chirho23 but its different than the one on spx so i am not sure if this counts, its inside a rebound, not a breakdown like spx",NEUTRAL,UNKNOWN,[['breakdown']]
1555579,the news are so sad. raise your wands for alan. we love you. always.,NEUTRAL,FEMALE,[['sad']]
